_id,id,Gender,Country,YearOfBirth,Language,Ethnicity,YearsOfExperience,LanguageTest,ApprovalRate
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,76,80
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,98,63
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,45,60
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,65,46
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,59,29
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,97,56
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,59,85
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,92,86
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,84,37
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,62,40
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,37,81
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,30,82
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,61,49
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,59,79
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,96,34
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,84,73
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,76,75
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,53,78
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,93,80
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,92,38
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,25,47
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,75,42
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,78,35
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,45,59
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,40,77
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,86,62
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,47,38
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,71,30
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,47,92
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,98,65
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,74,54
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,37,92
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,58,42
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,47,52
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,25,60
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,33,84
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,90,76
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,93,63
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,70,63
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,92,54
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,49,32
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,81,98
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,69,37
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,57,34
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,85,48
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,71,26
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,36,58
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,53,92
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,26,44
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,67,76
