_id,id,Gender,Country,YearOfBirth,Language,Ethnicity,YearsOfExperience,LanguageTest,ApprovalRate
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[0, 20[",76,80
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[0, 20[",98,63
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[0, 20[",45,60
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[0, 20[",65,46
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[0, 20[",45,59
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[0, 20[",47,38
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[0, 20[",86,62
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[0, 20[",40,77
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[0, 20[",78,35
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,"[0, 20[",59,29
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,"[0, 20[",97,56
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,"[0, 20[",47,92
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,"[0, 20[",71,30
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,"[0, 20[",92,86
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,"[0, 20[",59,85
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,"[0, 20[",84,37
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,"[0, 20[",74,54
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,"[0, 20[",37,92
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,"[0, 20[",98,65
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,"[0, 20[",58,42
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[0, 20[",37,81
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[0, 20[",30,82
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[0, 20[",62,40
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[0, 20[",47,52
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[0, 20[",25,60
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[0, 20[",33,84
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[0, 20[",90,76
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[0, 20[",70,63
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[0, 20[",93,63
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[20, 31[",61,49
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[20, 31[",96,34
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[20, 31[",59,79
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[20, 31[",92,54
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,"[20, 31[",49,32
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,"[20, 31[",84,73
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,"[20, 31[",76,75
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,"[20, 31[",53,78
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,"[20, 31[",57,34
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,"[20, 31[",85,48
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,"[20, 31[",81,98
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,"[20, 31[",69,37
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,"[20, 31[",93,80
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,"[20, 31[",92,38
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,"[20, 31[",36,58
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,"[20, 31[",53,92
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,"[20, 31[",71,26
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[20, 31[",25,47
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[20, 31[",75,42
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[20, 31[",26,44
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,"[20, 31[",67,76
