_id,id,Gender,Country,YearOfBirth,Language,Ethnicity,YearsOfExperience,LanguageTest,ApprovalRate
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,76,80
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,98,63
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,45,60
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,65,46
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,59,29
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,97,56
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,59,85
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,92,86
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,84,37
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,62,40
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,37,81
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,30,82
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,61,49
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,59,79
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,96,34
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,84,73
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,76,75
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,53,78
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,93,80
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,92,38
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,25,47
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,75,42
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,78,35
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,45,59
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,40,77
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,86,62
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,47,38
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,71,30
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,47,92
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,98,65
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,74,54
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,37,92
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,58,42
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,47,52
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,25,60
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,33,84
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,90,76
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,93,63
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,70,63
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,92,54
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,49,32
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,81,98
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,69,37
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,57,34
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,85,48
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,71,26
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,36,58
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,53,92
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,26,44
*,*,"{Female, Male}","{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,67,76
