_id,id,Gender,Country,YearOfBirth,Language,Ethnicity,YearsOfExperience,LanguageTest,ApprovalRate
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,76,80
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,98,63
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,45,60
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,65,46
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,61,49
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,96,34
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,59,79
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,45,59
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,47,38
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,86,62
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,40,77
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,78,35
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,92,54
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",African-American,*,49,32
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,59,29
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,97,56
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,84,73
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,76,75
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,53,78
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,47,92
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,71,30
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,57,34
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,85,48
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,81,98
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",Indian,*,69,37
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,92,86
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,59,85
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,84,37
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,93,80
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,92,38
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,74,54
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,37,92
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,98,65
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,58,42
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,36,58
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,53,92
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",OtherE,*,71,26
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,37,81
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,30,82
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,62,40
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,25,47
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,75,42
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,47,52
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,25,60
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,33,84
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,90,76
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,70,63
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,93,63
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,26,44
*,*,Male,"{America, India, OtherC}",*,"{English, Hindi, OtherL}",White,*,67,76
