_id,id,Gender,Country,YearOfBirth,Language,Ethnicity,YearsOfExperience,LanguageTest,ApprovalRate
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,33,53
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,36,96
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,46,94
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,25,29
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,59,42
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,48,71
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,68,55
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,87,56
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,48,41
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,29,74
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,98,68
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,72,44
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,50,79
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,100,31
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,72,75
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,69,93
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,82,39
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,72,94
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,27,69
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,64,100
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,66,84
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,71,43
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,57,84
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,28,80
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,36,26
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,26,40
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,40,98
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,30,68
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,76,98
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,71,68
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,28,80
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,37,80
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,29,47
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,99,94
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,49,50
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,77,65
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,37,66
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,33,42
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,89,97
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,27,33
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,78,95
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,73,88
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,82,66
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,43,93
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,63,79
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,80,79
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,33,51
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,45,62
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,36,63
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,90,50
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,67,94
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,78,95
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,28,80
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,49,61
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,30,59
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,60,80
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,83,84
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,98,69
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,69,33
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,63,39
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,28,65
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,89,78
*,*,"{Female, Male}","{America, India, OtherC}",*,English,African-American,*,74,43
