_id,id,Gender,Country,YearOfBirth,Language,Ethnicity,YearsOfExperience,LanguageTest,ApprovalRate
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,33,53
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,36,96
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,46,94
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,25,29
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,59,42
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,48,71
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,68,55
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,30,71
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,68,65
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,64,76
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,85,39
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,34,59
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,33,31
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,85,93
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,65,58
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,50,73
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,91,88
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,97,77
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,54,100
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,41,27
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,59,66
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,56,28
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,76,80
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,28,65
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,34,52
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,61,49
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,90,57
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,32,72
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,74,81
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,25,27
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,99,95
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,29,77
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,29,91
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,29,52
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,47,49
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,91,62
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,59,79
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,35,27
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,80,34
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,81,100
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,28,89
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,100,44
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,69,93
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,80,87
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,90,80
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,39,70
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,42,67
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,98,63
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,45,60
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,84,43
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,69,82
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,45,92
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,83,51
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,96,34
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,32,89
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,70,42
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,96,46
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,65,46
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,73,28
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,75,100
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,100,86
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,52,93
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,82,59
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,75,48
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,67,28
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,31,43
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,30,25
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,37,52
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,61,100
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,68,43
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,84,73
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,55,27
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,65,68
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,44,56
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,86,39
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,89,35
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,26,39
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,59,29
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,81,55
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,31,82
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,76,75
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,55,96
*,*,Female,"{America, India, OtherC}",*,"{English, Hindi, OtherL}","{African-American, Indian, OtherE, White}",*,76,75
