_id,id,Gender,Country,YearOfBirth,Language,Ethnicity,YearsOfExperience,LanguageTest,ApprovalRate
*,*,"{Female, Male}",America,*,English,African-American,*,25,29
*,*,"{Female, Male}",America,*,English,African-American,*,48,71
*,*,"{Female, Male}",America,*,English,African-American,*,59,42
*,*,"{Female, Male}",America,*,English,African-American,*,33,53
*,*,"{Female, Male}",America,*,English,African-American,*,68,55
*,*,"{Female, Male}",America,*,English,African-American,*,30,71
*,*,"{Female, Male}",America,*,English,African-American,*,36,96
*,*,"{Female, Male}",America,*,English,African-American,*,46,94
*,*,"{Female, Male}",America,*,English,African-American,*,84,59
*,*,"{Female, Male}",America,*,English,African-American,*,94,49
*,*,"{Female, Male}",America,*,English,African-American,*,48,71
*,*,"{Female, Male}",America,*,English,African-American,*,64,72
*,*,"{Female, Male}",America,*,English,African-American,*,77,42
*,*,"{Female, Male}",America,*,English,African-American,*,32,25
*,*,"{Female, Male}",America,*,English,African-American,*,47,95
*,*,"{Female, Male}",America,*,English,African-American,*,92,54
*,*,"{Female, Male}",India,*,English,African-American,*,28,65
*,*,"{Female, Male}",India,*,English,African-American,*,34,52
*,*,"{Female, Male}",India,*,English,African-American,*,90,57
*,*,"{Female, Male}",India,*,English,African-American,*,76,80
*,*,"{Female, Male}",India,*,English,African-American,*,61,49
*,*,"{Female, Male}",India,*,English,African-American,*,41,50
*,*,"{Female, Male}",India,*,English,African-American,*,64,65
*,*,"{Female, Male}",India,*,English,African-American,*,58,65
*,*,"{Female, Male}",India,*,English,African-American,*,86,78
*,*,"{Female, Male}",India,*,English,African-American,*,98,59
*,*,"{Female, Male}",India,*,English,African-American,*,35,99
*,*,"{Female, Male}",India,*,English,African-American,*,26,68
*,*,"{Female, Male}",India,*,English,African-American,*,26,47
*,*,"{Female, Male}",India,*,English,African-American,*,80,82
*,*,"{Female, Male}",India,*,English,African-American,*,44,61
*,*,"{Female, Male}",India,*,English,African-American,*,56,51
*,*,"{Female, Male}",OtherC,*,English,African-American,*,28,89
*,*,"{Female, Male}",OtherC,*,English,African-American,*,42,67
*,*,"{Female, Male}",OtherC,*,English,African-American,*,100,44
*,*,"{Female, Male}",OtherC,*,English,African-American,*,69,93
*,*,"{Female, Male}",OtherC,*,English,African-American,*,81,100
*,*,"{Female, Male}",OtherC,*,English,African-American,*,80,87
*,*,"{Female, Male}",OtherC,*,English,African-American,*,90,80
*,*,"{Female, Male}",OtherC,*,English,African-American,*,39,70
*,*,"{Female, Male}",OtherC,*,English,African-American,*,71,90
*,*,"{Female, Male}",OtherC,*,English,African-American,*,29,30
*,*,"{Female, Male}",OtherC,*,English,African-American,*,44,26
*,*,"{Female, Male}",OtherC,*,English,African-American,*,52,49
*,*,"{Female, Male}",OtherC,*,English,African-American,*,80,62
*,*,"{Female, Male}",OtherC,*,English,African-American,*,37,73
*,*,"{Female, Male}",OtherC,*,English,African-American,*,70,28
*,*,"{Female, Male}",OtherC,*,English,African-American,*,45,59
*,*,"{Female, Male}",America,*,Hindi,African-American,*,68,65
*,*,"{Female, Male}",America,*,Hindi,African-American,*,85,39
*,*,"{Female, Male}",America,*,Hindi,African-American,*,34,59
*,*,"{Female, Male}",America,*,Hindi,African-American,*,33,31
*,*,"{Female, Male}",America,*,Hindi,African-American,*,64,76
*,*,"{Female, Male}",America,*,Hindi,African-American,*,84,53
*,*,"{Female, Male}",America,*,Hindi,African-American,*,85,82
*,*,"{Female, Male}",America,*,Hindi,African-American,*,32,87
*,*,"{Female, Male}",America,*,Hindi,African-American,*,43,28
*,*,"{Female, Male}",America,*,Hindi,African-American,*,67,90
*,*,"{Female, Male}",America,*,Hindi,African-American,*,98,75
*,*,"{Female, Male}",America,*,Hindi,African-American,*,51,51
*,*,"{Female, Male}",America,*,Hindi,African-American,*,40,65
*,*,"{Female, Male}",India,*,Hindi,African-American,*,25,27
*,*,"{Female, Male}",India,*,Hindi,African-American,*,32,72
*,*,"{Female, Male}",India,*,Hindi,African-American,*,74,81
*,*,"{Female, Male}",India,*,Hindi,African-American,*,66,53
*,*,"{Female, Male}",India,*,Hindi,African-American,*,46,97
*,*,"{Female, Male}",India,*,Hindi,African-American,*,88,97
*,*,"{Female, Male}",OtherC,*,Hindi,African-American,*,98,63
*,*,"{Female, Male}",OtherC,*,Hindi,African-American,*,45,60
*,*,"{Female, Male}",OtherC,*,Hindi,African-American,*,69,82
*,*,"{Female, Male}",OtherC,*,Hindi,African-American,*,96,34
